id,status,sentences
nyt://article/47274c4e-cbeb-5f46-8dc0-2203db984524,Full text is unavailable for this digitized archive article.,"['-- Because they made too much noise Berlin\'s deaf and dumb have been ejected from their historic gathering place, ""Deaf Mutes\' Cellar,"" on Alexander Platz.', 'EJECTS DEAF MUTES FOR NOISY ARGUMENTS; Berlin Beer Hall Proprietor Baniches Band From Cellar Headquarters.']"
nyt://article/4781e0e4-ba4c-53f9-a4ac-ff4a5f592320,Success,"['The original script calls for the lead actor to play a deaf-mute hit man.', '""So what we\'re going to do is transform his girlfriend into a deaf- mute.']"
nyt://article/47928ba6-f1da-5616-ac58-13ee43691f43,Full text is unavailable for this digitized archive article.,"[""PEACE ONCE MORE IN HEBREW CHARITIES; All Differences Over the Widowed Mothers' Fund Committee Settled Last Night. THE VOTE WAS UNANIMOUS Mrs. Einstein May Resume Her Old Duties In the Organization -- New Plan for Deaf-Mute Institute.""]"
nyt://article/47c20202-5284-51e0-99c5-ead2e52cc2dc,Success,"['To avoid revealing his Lebanese accent, he initially pretended that he was a deaf mute, Bergner said.']"
nyt://article/47c26848-8095-552b-9d9a-3367fb268dce,Success,"['His father, Melville Bell, was a teacher of the deaf who devised a set of phonetic symbols to encompass all human utterances, even sneezes and Zulu clicks.', ""Young Aleck, fascinated by all this and by his deaf mother's ear-trumpet, went on to teach speech to the deaf, too."", 'But in a move that would yield rich results, he settled in America to teach at the Boston School for Deaf-Mutes.', ""His fiancee, Mabel Hubbard, a deaf young woman he tutored, urged him to give up this impractical ''telephony'' distraction."", 'Bell himself went on to pursue aeronautical and medical inventions but continued his association with the deaf.']"
nyt://article/47f3f59c-91c3-5eb8-936d-22072fde625b,Success,"['Kim won awards at the Venice and Sundance film festivals for his last film, ""The Isle,"" about a deaf-mute woman who falls for a fisherman with shocking results.']"
nyt://article/47f7f98b-17b0-54ac-a5cd-0291bb6b4442,Success,"['Two Catholics—a deaf ‘mute and an unemployed baker—were shot dead by British soldiers.', 'An example of this was the killing of the deaf mute, Eamon McDevitt.']"
nyt://article/47f9770d-6f54-5ee0-9be5-fae531b17222,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 For the past six months an apparently deaf mute named Frederic Mittag, has been around Jersey City living on charity.', 'A DEAF MUTE FINDS THE USE OF HIS TONGUE.']"
nyt://article/4809faa2-bca5-528c-a170-34c10f16156a,Success,"['When she first appeared on television here, Ms. Fueki played a deaf-mute and -- on the advice of her managers who feared she might be rejected -- hid her nationality.']"
nyt://article/48bf3bee-0517-5dc6-99ca-da3513493529,Success,"['We completely overwhelmed the North Vietnamese,” In later years, the prisoners learned the deaf mute sign Ianguage and could communicate with each other while outdoors.']"
nyt://article/48c6a4fb-4af3-5651-8fa4-5494f9f220e4,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 One or two new branches of instruction have been introduced into the Deaf and Dumb Institution in this City, which promise useful results.', 'They are intended to develop the resources of the Deaf-Mute mind, and to open up new sources of profit and pleasure to the members of that unfortunate class.', 'Deaf Mutes.']"
nyt://article/48db89d5-b9b1-5bcf-8175-7d03cbdef7c9,Success,['(Another woman is a deaf-mute.)']
nyt://article/48eb27ba-8b50-5f67-937f-c3f422082e99,Success,"['ADVERTISEMENT  ""Deaf Smith & Johnny Ears,"" the Italian-made, English-language horse opera shot in Spain that clattered aimlessly into local houses yesterday, is as limp an example of the so-called ""spaghetti Western"" as has turned up in recent memory.', 'They are ineffectually involved in an ersatz adventure that is neither as explosive or as funny as most movies in the genre it tries to emulate or lampoon.The gimmick here, if you have not already guessed, is Mr. Quinn playing a deaf-mute whose ""ears"" are supplied by his tough sidekick, Mr. Nero.', '""Deaf Smith & Johnny Ears"" also has a couple of scenes in an ornate bagnio seemingly inspired by Toulouse-Lautrec, but they are no reason to visit this simulation of frontier Texas.', 'The CastDEAF SMITH & JOHNNY EARS, directed by Paolo Cavara; written by Harry Essex and Oscar Saul; director of photography, Tonino Delli Colli; editor, Mario Morra; music by Daniele Patucchi; produced by Joseph Janni and Luciano Perugia; released by Metro-Goldwyn-Mayer.', 'This film has been classified PG.Erasmus (Deaf) Smith .']"
nyt://article/48f9bc2f-1a5c-551e-84a0-d3e479b86f96,Success,"['ADVERTISEMENT The Eighth Anniversary of St. Anne Church for Deaf Mutes was signalized, yesterday, by an historical sermon from the pastor, Rev.']"
nyt://article/49472529-6059-5d5c-b4d9-f0641285234a,Full text is unavailable for this digitized archive article.,['HOW THE DEAF-MUTE TELLS THE STORY.']
nyt://article/4962a42b-a6ad-5999-a215-d87af1585d45,Full text is unavailable for this digitized archive article.,"[""Deaf-Mute's Charge of Assault.""]"
nyt://article/4966f287-185d-5de5-8a76-b81a5935eb26,Full text is unavailable for this digitized archive article.,['DEAF MUTE PUPIL DROWNED.; His Comrades Bravely Tried to Save Him -- Fatal Dive After Rowing.']
nyt://article/49efebd5-bd3c-592b-8c21-c578df5058bd,Success,"['(Mr. Rivette also distilled his materials into a four-hour version, called “Out 1: Spectre.”) The nearly two-hour opening episode, “De Lili à Thomas,” for the most part, alternates between the breathing, shouting and stretching exercises of a couple of experimental-theater troupes (this movie was shot and takes place in the Paris of 1970, let’s not forget), and scenes of Jean-Pierre Léaud playing a deaf-mute busker with a harmonica, aggressively panhandling his way through a few bistros.']"
nyt://article/4a3d3d8d-27cc-55da-bd8b-76bffbea522e,Success,"['The story of a deaf-mute village boy who yearns to be an international cricket player, it opened to euphoric reviews and recouped its $685,000 budget in five weeks.']"
nyt://article/4aaa4814-de5a-5e19-9e0d-5e6b7eb717db,Full text is unavailable for this digitized archive article.,['THE EDUCATION OF DEAF MUTES.']
nyt://article/4ac88198-abb7-51a2-a610-3d33ad00168b,Success,"[""But the chief novelty of this mild, inoffensive film is its own stumbling block, for Mr. Curtis' dynamic pugilist also happens to be a deaf mute.""]"
nyt://article/4ae08a71-9c1a-5837-9696-2fb76c7e68a5,Full text is unavailable for this digitized archive article.,['BEGGAR BURNS INTRUDER.; Paris Vagrant Sets Fire to Rubbish Heap Occupied by Deaf-Mute.']
nyt://article/4b363bd3-c6d6-5163-a42a-67a3d53fbd19,Success,"['After his condition is diagnosed, he tries on his own to establish contact with the right side of his brain by using his right and left hands in deaf-mute sign language.']"
nyt://article/4b8f8005-04b1-5da1-a01b-912a040eb637,Success,"['She was totally deaf and unable to speak even in sign language, and she was still being cared for by her parents.', 'Many of those who are deaf work in a local truck assembly plant where the noise does not disturb them.', 'On another occasion Miss Li introduced two deaf people who were each married before and had a child.', 'The matchmaking service is open to those who are blind as well as to those who are deaf and mute or handicapped in some other way.']"
nyt://article/4ca3c12d-6fb3-543a-b5fa-692bc46507ac,Success,"['ADVERTISEMENT  PRECEDING Helen Keller, Laura Bridgman became the first deaf‐blind mute successfully educated.']"
nyt://article/4cab8c48-a5d3-51a7-b8b4-207e6097ffaf,Full text is unavailable for this digitized archive article.,"[""BARS DEAF MUTE DRIVERS.; Maryland Court, In Test Case, Denies Them Autoists' Rights.""]"
nyt://article/4cd1821e-ae0f-578e-a680-524ddc4696b3,Full text is unavailable for this digitized archive article.,['DEAF-MUTES WHO HEAR AND SPEAK.']
nyt://article/4cd9f21d-23fb-5b6d-a1ea-c3a942731583,Success,"['New Zealand film makers have drawn large audiences in the United States and Europe with ""Once Were Warriors,"" the unrelentingly grim 1994 film about domestic violence among the nation\'s indigenous Maori, and ""The Piano,"" the 1993 film about a sexual bond that develops between a deaf-mute woman and her illiterate neighbor in 19th-century New Zealand.']"
nyt://article/4d66302e-12f1-5416-ad43-951d34c3e574,Full text is unavailable for this digitized archive article.,"[""COURT FINES DEAF MUTE.; Talks to Him in Sign Language That Policeman Didn't Understand.""]"
nyt://article/4d9583c7-7a5c-54cd-bd10-1dccb7c2b8f6,Success,"['It is not long before this picture begins to create a desire to vawn, and half an hour after it has been cavorting across the screen you may become fidgety, for with all its artistic bent one gleans less about the photoplay than one would in viewing an ordinary Hollywood production stripped of its titles.It is like a good-looking woman who is a deaf mute or a stage play in which the actors permit only one word in a hundred to be heard.']"
nyt://article/4e002c1d-cdfb-58d4-bd91-57a19045b8af,Full text is unavailable for this digitized archive article.,['HELEN KELLER AT RADCLIFFE.; The Blind Deaf-Mute Passes the Examination and is Admitted -- She Takes Up Languages.']
nyt://article/4e1b3854-4a55-505a-baf3-ce00587743b1,Full text is unavailable for this digitized archive article.,"['GALLAUDET HOME ISSUES FUND PLEA; Institution Caring for Deaf, Mute And Blind Tells of Its Need for $50,000.']"
nyt://article/4f446090-f51d-5c5b-b6e1-07e637cd8c6f,Full text is unavailable for this digitized archive article.,"['ROOSEVELT CALLS RULE IN TOWNS LAX; Governor at Albion on State Tour Says He Has Definite Reorganization Plans. WOULD ADD EFFICIENCY Executive Declares Rochester Home for Deaf Mutes a ""Fire Trap""-- Will Call Parley With Trustees. Explains Tax Equalization Law. Standard Architecture Developed.']"
nyt://article/4f789a38-0763-5fa3-8b8a-5f3e7e5b6538,Success,"['PREACHING FOR DEAF MUTES.', 'These sermons are interpreted by the Rector for deaf mutes.', 'This Church, composed of deaf mutes and their hearing and speaking friends, is doing a good work not only in our midst, but also in various other places.', ""Mr. GALLAUDET, Rector of St. Ann's, has held services for deaf mutes in Lowell, Boston, Norwich, Baltimore, Philadelphia and Albany.""]"
nyt://article/4f912b39-03c2-5925-9f92-63de1929df87,Success,"[""'BANGKOK DANGEROUS': A sociopathic deaf mute killer finally meets the right woman.""]"
nyt://article/4fa6da47-91e4-5b88-b8c0-ecc912259409,Full text is unavailable for this digitized archive article.,"['ADVERTISEMENT  1 Inquiry develops the fact that there are between 150 and 175 deaf-mutes in the Territory.', 'DEAF-MUTES IN UTAH.']"
nyt://article/4fb3b59f-f601-5693-a2ba-cd7c21782f37,Success,"[""On the other hand, defy authority, and you risk turning into a version of the (supposedly) deaf-mute Chief Bromden (Brendan Dempsey), who, we're told, has suffered some 200 rounds of electroshock therapy.""]"
nyt://article/503e4739-8f3f-5732-9139-b5d6fc48683a,Success,"['One is the American fiber artist Judith Scott (1943-2005), who was born deaf, mute and with Down syndrome.']"
nyt://article/507d5ed2-2570-546f-af88-c461e3d57ef8,Full text is unavailable for this digitized archive article.,['FINGER TALK CAUSES FIGHT; Chicago Deaf Mute Calls Another Names at Dance.']
nyt://article/50e9296b-479d-5bf0-9999-0bfc18e1f9d8,Success,"['ADVERTISEMENT  By William K. Rashbaum A man who died in a fusillade of more than 40 police bullets in Queens on Thursday had shot and wounded one deaf co-worker and kidnapped and raped another hours before the fatal confrontation, the police said yesterday.', ""The police said that Mr. Allen's shooting of a deaf and mute co-worker, who was mopping floors at LaGuardia Community College, was captured on videotape as another co-worker, also deaf and mute, looked on.""]"
nyt://article/513526bf-660a-536a-b25b-91347cd03c1d,Success,"[""ADVERTISEMENT  By A Father Don't be too hard on Robert T. Rowe, the Brooklynite who is accused of killing his wife and three children with a baseball bat, perhaps because of the struggle involved in helping to rear one child who was blind, deaf and mute since birth 12 years ago.""]"
nyt://article/51392ca8-6685-5f17-a464-c6a333a087e7,Success,"['She was the surprise winner of the César award for playing a deaf mute in Jacques Audiard\'s ""Sur mes lèvres"" (2001).']"
nyt://article/51c46c4b-a0e7-5fee-b511-b5c33783029c,Full text is unavailable for this digitized archive article.,['Deaf Mutes Convene in Chicago']
nyt://article/520c23e1-1ea0-50da-ba6e-5cd9241ee6d7,Success,"['By this time, Lorenzo was blind, mute, largely deaf and wheelchair bound.']"
nyt://article/5226ed23-0ab2-5e09-80c5-2893e2a03ab2,Full text is unavailable for this digitized archive article.,"[""LAURA BRIDGMAN.; HOW DR. SAMUEL G. HOWE'S CELEBRATED BLIND DEAF-MUTE PUPIL WAS TAUGHT.""]"
nyt://article/52723be2-a302-544e-b406-f39cdd431783,Full text is unavailable for this digitized archive article.,['Deaf-Mute Killed by a Train in Jersey']
nyt://article/527ac7f8-37ce-55d1-90f9-607a9daf645b,Success,"[""'The Lon Chaney Collection' The son of deaf mutes, Chaney didn't speak himself for several years."", 'A commentator in a documentary with this collection of three Chaney films says that he had a deaf face, which left much expression to the eyes, the focal point for most silent stars.']"
nyt://article/52899017-8a68-511e-a0b5-0b83d7432c16,Full text is unavailable for this digitized archive article.,"['ASK CITY TO TAKE DEAF-MUTE SCHOOL; $500,000 Institution in Lexington Avenue Offered Practically Free to Education Board. DR. MAXWELL FAVORS PLAN Would Give Full Teaching Force and Make Room for 700 Pupils -To Decide Soon.']"
nyt://article/529c01bd-c0e0-5267-a177-e9e4f12ca32e,Success,"[""A grand Charity Concert, in aid of the Fund of the Ladies' Benevolent Society of St. Ann's Church for Deaf Mutes, will take place at Irving Hall on Wednesday next.""]"
nyt://article/52aa15e2-60ae-5345-bab8-78ce66f1aae6,Full text is unavailable for this digitized archive article.,['MOVIES CURE DEAF-MUTE.; Wounded Soldier Recovers Faculties at Entertainment In Liverpool.']
